body,title,url
"Las autoridades están a la espera de las pruebas que permitan establecer si un cuerpo hallado en el barrio San Bernardo, en el centro de Bogotá, corresponde al de Linda Michelle Amaya Buelvas, la menor de 15 años que desapareció el 30 de noviembre en el centro de la capital.Aunque su madre, Nathalie Amaya, estuvo el 31 de diciembre en Medicina Legal y aseguró que el cuerpo corresponde al de la menor, aún faltan procesos en Medicina Legal que indiquen, de manera definitiva, que se trata de Michelle. ",¿Qué pasó con Michelle Amaya? La menor de edad desaparecida en Bogotá,https://www.eltiempo.com/bogota/que-paso-con-michelle-amaya-la-menor-de-edad-desaparecida-en-bogota-558252
"En las últimas horas quedó demostrado que el barranquillero Álex Saab Morán no es un simple contratista del régimen de Nicolás Maduro. Su nombramiento como embajador permanente y plenipotenciario ante África –revelado por EL TIEMPO– confirmó la importancia que este tiene para Maduro, quien intenta desesperadamente otorgarle inmunidad ad portas de su extradición a Estados Unidos.(Lo invitamos a leer: Nicolás Maduro tiene todo listo para sacar a Álex Saab hacia Etiopía) ",El plan secreto de EE. UU. para que Álex Saab no se escape,https://www.eltiempo.com/unidad-investigativa/alex-saab-asi-es-el-plan-de-estados-unidos-para-que-no-se-escape-558354
"Un gran paso se dio en República Dominicana esta semana, donde la Cámara de Diputados aprobó el proyecto que prohíbe el matrimonio infantil en ese país, en el que se permitían las uniones de niñas a partir de los 15 años. ",Otro punto final para el matrimonio infantil / Una vuelta al mundo,https://www.eltiempo.com/mundo/mas-regiones/resumen-de-las-noticias-mas-importantes-de-la-primera-semana-del-2021-558364
nan,nan,https://www.futbolred.com/colombianos-en-el-exterior/solari-en-america-de-mexico-salidas-de-roger-martinez-y-andres-ibargueen-nicolas-benedetti-sigue-para-2021-ultimas-noticias-hoy-129479
nan,Avión de Avianca: la verdad que aún no aparece,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/31-anos-del-atentado-del-avion-de-avianca-437606
nan,nan,https://www.eltiempo.com/opinion/caricaturas/matador/ano-nuevo-vida-nueva-caricatura-de-matador-558390
"El sexo forma parte normal de la vida y es tan importante como cualquier función en el organismo, de ahí que en estos momentos de propósitos vale la pena echar una mirada sincera a este aspecto y procurar sacarle el mayor provecho, para lo cual no necesita hacer público nada, simplemente actuar.Aunque suena simple, hay que empezar por derribar tanta mojigatería que se enreda a los temas del catre y convencerse de que la planta baja no está ligada con el pecado, lo inmoral o lo sucio y que no se puede ceder la autonomía en las decisiones de este tipo por tontas que parezcan. Así de sencillo.","Año nuevo, polvos renovados / Sexo con Esther",https://www.eltiempo.com/salud/ano-nuevo-polvos-renovados-columna-de-esther-balac-558421
"“La verdad, nunca me imaginé adentrarme en esa inmensa caverna y luego, en completo silencio, comenzar a encontrar espacios tan místicos, tan espirituales”, “No lo podía creer, estaba 180 metros bajo tierra, al comienzo me dio algo de nervios pero luego me relajé y disfruté mucho del recorrido”, “Salí muy relajada de este lugar, realmente vale la pena visitarlo”, estos son solo algunos comentarios de turistas que han visitado la Catedral de Sal de Zipaquirá, sin mencionar los medios internacionales que han hecho reseñas de lugar y atraído a cientos de ciudadanos del mundo cada año.",Catedral de Sal de Zipaquirá: 25 años deleitando turistas,https://www.eltiempo.com/bogota/catedral-de-sal-25-anos-de-historia-558372
"No obstante la esperanza que generan las vacunas, sin duda la pandemia marcará la agenda del 2021. Con 84 millones de casos en el mundo y más de 1,8 millones de muertes, siguen las preocupaciones.Lo cierto es que aunque ya se tienen algunas herramientas para la contención, como las medidas de bioseguridad, el desarrollo acelerado de biológicos para prevenir la transmisión e, incluso, las señales que dan algunos medicamentos para tratar la infección, la dinámica del nuevo coronavirus en el año que comienza continúa siendo un misterio. Y todo porque el acontecer del virus depende de muchísimos factores.",nan,https://www.eltiempo.com/opinion/editorial/ano-de-vacuna-y-cooperacion-editorial-de-el-tiempo-del-3-de-enero-de-2021-558385
"Este sábado, la Fundación GAAT (Grupo de Acción y Apoyo Trans) informó en sus redes sociales que la activista y defensora de derechos humanos Laura Weinstein, su directora, murió. ""Gracias por cada momento que nos permitiste construir en colectivo, por tus enseñanzas y por todo tu apoyo incondicional"", escribieron.Weinstein fue una de las personas que más trabajó por el reconocimiento de las identidades trans en Colombia. Lo hizo principalmente desde esa organización, a la que llegó en 2009 y desde la cual lideró iniciativas legislativas e institucionales a favor de los derechos de las personas trans, como el voto trans, la política pública LGBTI, el apoyo a la infancia trans, el rechazo a los transfeminicidios, entre otras.","Murió la activista Laura Weinstein, defensora de la población trans",https://www.eltiempo.com/vida/murio-laura-weinstein-activista-y-mujer-trans-colombiana-558344
"Fabio Estrada Paños Ingleses es una empresa dedicada a la importación y venta de paños ingleses de las más afamadas marcas Scabal y Bower Roebuck. Dentro de su amplio portafolio, podrá encontrar una gran variedad de paños y productos para que confeccione su traje a la medida.Ingrese a https://fabioestradapanosingleses.com/ y adquiera los paños o comuníquese a través de https://wa.link/7goajs para más información o al teléfono 310 320 8073.Recuerde que Fabio Estrada Paños Ingleses está ubicado en la calle 142 No. 20-08 en la ciudad de Bogotá y en Instagram o Facebook como @fabioestradapanosingleses","Fabio Estrada Paños Ingleses, tradición y calidad",https://www.eltiempo.com/contenido-comercial/fabio-estrada-panos-ingleses-tradicion-y-calidad-549559
"No fue un año fácil para gobernar. La alcaldesa de Bogotá, Claudia López, no solo tuvo que hacerle frente a una pandemia que generó desempleo, pobreza y graves retrasos en la ciudad, sino, a la par, recibir toda clase de críticas a través de las redes sociales.Pese a esto, expertos de diferentes ámbitos de la vida pública analizaron cuáles fueron los aciertos de la mandataria y cuáles deberían ser sus prioridades en 2021. La mayoría de ellos centraron sus análisis en el manejo de la pandemia, es obvio.",La mirada de los expertos al primer año de gobierno de Claudia López,https://www.eltiempo.com/bogota/balance-de-primer-ano-de-gobierno-de-claudia-lopez-558367
"Cuando Paola Betancourt estuvo viajando durante un mes por España con una pequeña mochila, se dio cuenta que no necesitaba muchas cosas para vivir.","""Un año sin hacer compras"", el desafío que pone a prueba tu consumismo",https://www.eltiempo.com/economia/finanzas-personales/un-ano-sin-hacer-compras-el-desafio-que-pone-a-prueba-tu-consumismo-558175
" El fin de año es la oportunidad perfecta para cambiar de ‘look’ y sorprender a sus familiares mientras celebra en casa o a través de videollamadas. Además de los vestuarios nuevos, otra alternativa para lograrlo son los peinados.Eso lo saben los ‘influenciadores’, quienes, ni cortos ni perezosos, han publicado tutoriales fáciles de seguir y acordes con el espíritu festivo que suele acompañar esta época decembrina.",Opciones de peinados fáciles de hacer para despedir el 2020,https://www.eltiempo.com/cultura/gente/navidad-2020-peinados-faciles-recomendados-para-despedir-el-ano-2020-556932
nan,Conozca la nueva Renault Koleos,https://www.eltiempo.com/contenido-comercial/conozca-la-nueva-renault-koleos-556176
"Sin duda las fotografías tomadas desde el espacio son unas de las imágenes que vale la pena mirar una y otra vez, no solo por su calidad sino también porque retratan aspectos poco conocidos de nuestro planeta.",Las mejores imágenes de la Tierra captadas desde el espacio en 2020,https://www.eltiempo.com/cultura/gente/la-nasa-compartio-las-mejores-imagenes-de-la-tierra-durante-el-2020-vealas-aqui-558253
"Dairo Antonio Úsuga David, de 49 años, es el narcotraficante más buscado en el país. De hecho, las autoridades colombianas ofrecen una recompensa de 3 mil millones de pesos por información que facilite su ubicación y captura. Estados Unidos ofrece por Úsuga David, más conocido con el alias de Otoniel, la suma de 5 millones de dólares. El hombre es considerado el jefe de la organización dedicada al tráfico de cocaína 'Clan del Golfo'.","'Otoniel', el narco por quien ofrecen US$ 5 millones, huye enfermo",https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/como-vive-otoniel-jefe-del-clan-del-golfo-el-narcotraficante-mas-buscado-en-colombia-558244
nan,"Fetuccini a la carbonara, un viaje por los sabores de Italia",https://www.eltiempo.com/cultura/gastronomia/receta-para-preparar-fetuccini-a-la-carbonara-558231
"La alcaldesa Claudia López se tomará unos días de descanso. Específicamente, la mandataria de Bogotá estará fuera del cargo hasta el 11 de enero. Hasta entonces, el Secretario Distrital de Gobierno, Luis Ernesto Gómez, estará al frente de las decisiones capitalinas como alcalde encargado. ",Críticas a la alcaldesa Claudia López por haber salido de vacaciones,https://www.eltiempo.com/bogota/claudia-lopez-y-angelica-lozano-la-foto-que-ha-generado-varias-reacciones-en-twitter-558301
"Un hombre que llegó al país el 12 de diciembre proveniente de Reino Unido y que dio positivo para covid-19 prendió las alarmas de las autoridades de salud porque podría tratarse de un caso de la nueva variante del virus.Pero desde el Instituto Nacional de Salud aclararon que el hombre se contagió en Colombia, por lo que se descarta que la nueva variante del covid-19 esté en territorio nacional.  (Además: Reportero informa en vivo sobre muerte por covid de la mamá de su hijo)",Descartan circulación de nueva variante del covid-19 en Cúcuta,https://www.eltiempo.com/colombia/otras-ciudades/coronavirus-en-colombia-investigan-presunto-caso-de-nueva-cepa-en-el-pais-558323
nan,La ciencia de comunicar ciencia y tecnología,https://www.eltiempo.com/contenido-comercial/la-ciencia-de-comunicar-ciencia-y-tecnologia-554193
"Esta es la pequeña historia de un hallazgo: caballos modernos, perros de guerra, escenas de aperreamiento, vacunos y una espada en el arte rupestre de la serranía de La Lindosa. Así podrá ver las Cuadrántidas, la primera lluvia de estrellas de 2021En diciembre de 2011 se publicó el libro, con profusión de ilustraciones, titulado 'La joven Constitución de Colombia'. Sus editores fueron los escritores Enrique Santos Molano y Carlos Nicolás Hernández Camacho.","‘No es un perezoso gigante, es un chigüiro’",https://www.eltiempo.com/vida/ciencia/pinturas-rupestres-de-la-serrania-de-la-lindosa-no-es-un-perezoso-gigante-es-un-chigueiro-558374
nan,nan,https://www.futbolred.com/futbol-colombiano/liga-betplay/miguel-angel-borja-junior-confirmo-la-continuidad-del-delantero-en-el-equipo-129481
"¿Quiere disfrutar de un ambiente diferente en un entorno natural con todos los protocolos de bioseguridad? A tan solo cinco minutos de Villavicencio y en el kilómetro 8 vía Catama - Caños Negros, se encuentra el Parque Acuático Karmanu, un lugar donde encontrará piscinas, toboganes, juegos, canchas y más para divertirse en familia. Si desea más información y/o visitarlos puede comunicarse al 350 348 80 61.",Bienvenido al Parque Acuático Karmanu,https://www.eltiempo.com/contenido-comercial/bienvenido-al-parque-acuatico-karmanu-557720
"Se hace llamar así: Ángela. Se resiste a aceptar que la cobija la sombra de otro nombre. Se llama Ángela, pero también se llama Miguel Ángel. Así la saluda un señor cuando pasa a su lado con un vestido enterizo negro y corto, con unas piernas delgadas y largas, lampiñas y bronceadas. Lleva unas medias blancas de colegiala que le llegan a las rodillas y unas sandalias negras de cuero; el pelo, bien cuidado, lo luce largo y entrecano, con visos dorados de tintura, y le llega debajo de los hombros. Una cinta rosada, con un moño en forma de flor, adorna su cabeza.  (Lea también: El drama de las mujeres migrantes y de la población LGBTI en Colombia).",El vendedor de lotería que se volvió mujer a los 60 años,https://www.eltiempo.com/colombia/otras-ciudades/el-vendedor-de-loteria-que-se-volvio-mujer-a-los-60-anos-en-el-libano-tolima-558340
"El Feng Shui es descrito por ‘National Geographic’ como un arte ancestral basado en principios de la metafísica china. Su objetivo principal es proporcionar armonía a la relación de las personas con su entorno. ‘El libro de los sepulcros’, de Guo Pu, es la primera publicación en la que se mencionó el Feng Shui. Fue escrito aproximadamente en el año 400 a.C. y explicaba algunas de las estrategias para equilibrar la energía en diferentes espacios. Despídase de las energías negativas y dele la bienvenida al 2021 con estas técnicas del Feng Shui publicadas en las revistas ‘Forbes’ y ‘Reader’s Digest’(Además: Los agüeros más comunes de los colombianos para Año Nuevo).",10 consejos Feng Shui para recibir el Año Nuevo con buena energía,https://www.eltiempo.com/cultura/gente/10-consejos-feng-shui-para-recibir-el-ano-nuevo-con-buena-energia-558082
Responsabilidad de los empresarios y disciplina de la ciudadanía son las claves para que las compras y las reuniones de fin de año no disparen los contagios de covid en el país.,¿En qué va la reactivación económica del país? Habla Mincomercio,https://www.eltiempo.com/politica/gobierno/como-va-la-recuperacion-economica-555564
"El Tiempo Play, la nueva plataforma de audio y vídeo (VOD) de Casa Editorial El Tiempo, ofrece un espacio de entretenimiento a través de su destacada selección de películas agrupadas en cerca de 23 categorías y diferentes géneros como 'cine colombiano', 'romance', 'terror para no dormir', 'Festival de Cannes', y 'la familia en el cine' entre otros.",Descubra lo mejor del cine independiente en el Tiempo Play,https://www.eltiempo.com/mas-contenido/descubra-lo-mejor-del-cine-independiente-en-el-tiempo-play-548752
"Una vez más las expectativas están puestas en lo que suceda un 5 de enero en Venezuela. En este 2021, por el inicio de una nueva legislatura –la quinta desde que fue creada la Asamblea Nacional (AN) de este país, en 1999–, con una importante mayoría oficialista (256 de 277 diputados).",El chavismo y la oposición tienen la mirada fija en el 5 de enero,https://www.eltiempo.com/mundo/venezuela/analisis-que-viene-para-el-chavismo-con-la-nueva-asamblea-558363
"Disney Plus, que llegó a Colombia el pasado 17 de noviembre, ha tenido un maravilloso impacto representado en millones de descargas alrededor del mundo. Actualmente cuenta con películas y cortos de Pixar, filmes y series de Marvel, todas las animaciones clásicas y live-actions de Disney, Star Wars y National Geographic.En el mes de diciembre la plataforma de streaming en Latinoamérica llegó cargada de varios estrenos exitosos, entre los que figuraron ‘Soul’, ‘Mulán’, ‘The Mandalorian’ y otros. (Lea también: Hablamos con los protagonistas de la nueva película de Pixar).",Estos son los estrenos de Disney Plus para enero del 2021,https://www.eltiempo.com/cultura/gente/disney-plus-estrenos-para-enero-2021-557467
"Terminando el 2020, la Empresa Metro y la entidad responsable de formular el nuevo POT vieron renunciar a sus cabezas. ¿Qué retos asumirán los nuevos fichajes?",Metro y Secretaría de Planeación afrontarán el 2021 con nuevos líderes,https://www.eltiempo.com/bogota/que-necesitan-el-nuevo-gerente-del-metro-de-bogota-y-la-nueva-secretaria-de-planeacion-558381
"A principios de marzo del 2020, Colombia registró su primer caso de contagio de coronavirus.Desde ese momento hasta el 1 de enero del 2021, el país acumula más de 1,6 millones de infecciones y más de 43.000 fallecidos.En los últimos 10 meses, varias han sido las medidas que se han adoptado para evitar la propagación del virus y así bajar las afectaciones.(Lea también: Indignante caso de abandono de un niño, de 3 años, y su perro).",El enfermero que hace 10 meses no va a su casa por cuidar abuelitos,https://www.eltiempo.com/cultura/gente/bogota-la-historia-del-enfermero-que-no-ve-a-su-familia-hace-10-meses-por-cuidar-abuelitos-558269
"En el 2003, el Libro de los Récord Guinness reconoció al ruso Dzhambulat Khatokhov, quien ese entonces tenía 4 años, como el ‘niño con más peso del mundo’.Durante su niñez y pubertad, sus cifras fueron impresionantes, aunque también alarmantes (por su salud): a los 2 años pesaba 34 kilogramos (kg); a los 7, 101 kg; y a los 13, 180 kg, según medios de Rusia.¡Es que a los 7 pesaba lo mismo que un elefante bebé!(Le recomendamos: Indignante caso de abandono de un niño, de 3 años, y su perro).",Con tan solo 21 años murió el ‘niño con más peso del mundo’,https://www.eltiempo.com/cultura/gente/record-guinness-joven-que-obtuvo-record-al-nino-con-mas-peso-del-mundo-murio-a-los-21-anos-558232
"En los últimos 4 años, la Procuraduría General de la Nación ha sancionado a 1.221 funcionarios de elección popular, entre esos ha habido 592 alcaldes y 14 gobernadores con destitución e inhabilidad general. Y tan solo desde julio de 2020 hasta el 28 de diciembre pasado, 52 funcionarios que fueron elegidos por voto han sido destituidos e inhabilitados por el órgano de control.",El revolcón en las sanciones a funcionarios elegidos por voto,https://www.eltiempo.com/justicia/investigacion/proyecto-de-ley-de-la-procuraduria-sobre-sanciones-contra-funcionarios-elegidos-por-voto-558401
"La agrupación Los 50 de Joselito surgió en 1998, cuando Raúl Campos, director de la emisora ‘La z’, Álvaro Quintero, programador de la misma, y Nelson Díaz, director de la orquesta La Constelación, se reunieron para crear un nuevo grupo juvenil que tocara música de los 50.Algunos de sus éxitos más recordados son ‘Dame tu mujer José’, ‘El pájaro amarillo’, ‘Ron de Vinola’ y ‘María Teresa’.(Además: Las grandes figuras del mundo que la covid-19 se llevó en el 2020).",La historia de desgracia de algunos integrantes de Los 50 de Joselito,https://www.eltiempo.com/cultura/gente/los-50-de-joselito-momentos-dificiles-en-sus-22-anos-de-trayectoria-557773
"Este año se realizará el inventario más grande de lo que tiene el país en materia económica. Y serán encuestadas tanto las empresas formales como las informales.Para Juan Daniel Oviedo, director del Dane, será el “hito más importante del año que está comenzando”.",Dane plantea reforma de edad de retiro de los trabajadores,https://www.eltiempo.com/economia/sectores/dane-plantea-reforma-de-edad-de-retiro-de-los-trabajadores-entrevista-de-yamid-amat-558412
"En un reportaje de la revista alemana ‘Focus’, la alcaldesa de Bogotá, Claudia López, habló sobre su trayectoria política y cómo ha sido el manejo de la pandemia del nuevo coronavirus en la capital de Colombia.Lo primero que hizo López fue aseverar que llegar a la Alcaldía de Bogotá fue un sueño hecho realidad.(Lea también: Luis Ernesto Gómez será el Alcalde encargado de Bogotá).",'Lesbiana y humilde': Claudia López habló de su mandato en la pandemia,https://www.eltiempo.com/cultura/gente/claudia-lopez-la-publicacion-que-hizo-la-revista-alemana-focus-sobre-la-alcaldesa-de-bogota-558275
nan,La amenaza del virus sin nombre,https://www.eltiempo.com/datos/coronavirus-indigenas-de-contagiados-muertos-y-recuperados-de-covid-19-553486
nan,nan,https://blogs.eltiempo.com/con-buena-energia/2020/12/09/predicciones-de-los-angeles-para-el-2021-y-rituales-especiales/
"Sicol Carga SAS es una empresa de envíos internacionales de sobres, cajas y cargas desde y hacia Colombia. Esta compañía, cuenta con servicios de casillero en Miami y el territorio nacional y, la posibilidad de hacer compras online empresariales y/o personales. Si está interesado en obtener más información puede contactarlos al +57 313 528 06 79 o a través de Instagram @sicolcarga y Facebook Sicol Carga SAS.",Realice envíos internacionales desde y hacia Colombia,https://www.eltiempo.com/contenido-comercial/realice-envios-internacionales-desde-y-hacia-colombia-555764
nan,Su majestad el reguetón,https://www.eltiempo.com/cultura/musica-y-libros/reggaeton-historia-cantantes-y-representantes-en-colombia-y-el-mundo-550216
"Todo parece estar dado para que Reinaldo Rueda sea anunciado en los próximos días como el nuevo técnico de la Selección Colombia, en reemplazo de Carlos Queiroz. En Chile ya le están buscando reemplazo y los términos de su salida ya están prácticamente acordados, con una indemnización que bajó de los 2,3 millones de dólares que estaban pactados inicialmente en su contrato a cerca de 500 mil dólares",Así fueron los pasos de Reinaldo Rueda por la Selección Colombia,https://www.eltiempo.com/deportes/futbol-internacional/reinaldo-rueda-asi-fue-su-anterior-paso-y-su-polemica-salida-de-la-seleccion-colombia-en-2006-554044
"El 5 de diciembre de 2019, cuando le expuse a la Corte Suprema de Justicia el plan estratégico para la Fiscalía General de la Nación, planteé la idea de poner la entidad a trabajar en los territorios y de la mano de la gente. La frase que resumió esa idea fue “no seré un fiscal del búnker y sí de los territorios”. ",Menos búnker y más territorios con resultados: fiscal general,https://www.eltiempo.com/justicia/investigacion/fiscal-general-francisco-barbosa-presenta-el-balance-de-su-gestion-tras-11-meses-en-el-cargo-558408
"Tres de cada cuatro licencias que se expiden en el país se entregan a hombres. El 60 por ciento de vehículos en Colombia está en apenas 11 ciudades, y el 50 por ciento tienen más de 10 años de funcionamiento, pues sus modelos son anteriores al 2011. En la última década, por cada carro que entró en circulación ingresaron dos motos. Y la tasa de años de vida perdidos por muertes prematuras en accidentes de tránsito es de 1,3 años por cada 1.000 mujeres, mientras que para los hombres es de 6,8.",Motociclistas y peatones ponen casi el 80 % de los muertos en las vías,https://www.eltiempo.com/justicia/investigacion/analisis-sobre-la-accidentabilidad-vial-en-el-pais-558378
"La Dirección de Impuestos y Aduanas Nacionales (Dian) publicó el calendario tributario para la presentación en el año 2021 de los impuestos a personas y empresas correspondientes al año gravable 2020.Le puede interesar:   Multinacional que compró 200.000 gramos de oro que entregaron las FarcEn este sentido, uno de los cambios más representativos tiene que ver con el orden para la presentación de la declaración de renta de personas naturales, que en los últimos años se había hecho iniciando por los números más altos de los dos últimos dígitos de la cédula de cada contribuyente.",Cambia el orden para la declaración de renta de personas en 2021,https://www.eltiempo.com/economia/finanzas-personales/calendario-tributario-2021-gobierno-definio-fechas-de-declaracion-de-renta-en-colombia-556231
nan,nan,https://www.eltiempo.com/opinion/caricaturas/mil/atrayendo-las-buenas-energias-caricatura-de-mil-558392
"Suena como una gran contradicción. Justo el 31 de diciembre, cuando el mundo registró su cifra más alta de casos de covid-19 hasta ese entonces –con más de 744.000 positivos en una jornada–, varios de los principales mercados de valores cerraron en máximos históricos y el avance promedio de los índices a nivel global fue del 14 por ciento para el año que acaba de terminar.Le puede interesar:  El desempleo en Colombia se acerca al nivel previo a la pandemiaEn Tokio, Seúl, Fráncfort o Nueva York, el ánimo de los inversionistas bien podría describirse como eufórico. ",La fiesta ya comenzó,https://www.eltiempo.com/economia/sectores/ricardo-avila-analisis-de-nuevos-records-en-bolsas-frente-a-las-secuelas-de-la-pandemia-558339
"Minutos antes de ser trasladado del búnker de la Fiscalía al patio 3 de La Modelo, el exfiscal anticorrupción alcanzó a grabar un par de audios a los que EL TIEMPO tuvo acceso.""Me están cortando la llamada. No sé cómo llamarle a esto: una sentencia de muerte"", dice, tras la inminencia de su traslado a una cárcel convencional en donde, según él, lo quieren callar. (Lo invitamos a leer:  'No me quiero suicidar, pero me pueden matar': Luis Gustavo Moreno) ",Los audios que grabó Gustavo Moreno cuando lo trasladaron a La Modelo,https://www.eltiempo.com/unidad-investigativa/luis-gustavo-moreno-audios-en-los-que-pide-que-no-lo-trasladen-a-la-modelo-558328
